Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,LastRun,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
,d:\CIS484\Project3\Prefetch\56.0.2924.87_56.0.2924.76_CHR-D7B50B6D.pf,2021-11-02 21:16:46,2017-02-02 21:25:54,2021-11-03 02:24:09,56.0.2924.87_56.0.2924.76_CHR,D7B50B6D,36808,Windows 10,1,2017-02-02 21:25:44,,,,,,,,\VOLUME{01d2783140af8e9f-14412537},14412537,2017-01-27 00:06:48,,,,"\VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86), \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\CHROME, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\CHROME\APPLICATION, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\CHROME\APPLICATION\56.0.2924.76, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\CHROME\APPLICATION\56.0.2924.76\INSTALLER, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\UPDATE, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{F45F032B-312F-42A7-B548-019BF0F5BA8C}, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH\APPPATCH64, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\DRIVERS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\CR_967BF.TMP","\VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\UPDATE\INSTALL\{F45F032B-312F-42A7-B548-019BF0F5BA8C}\56.0.2924.87_56.0.2924.76_CHROME_UPDATER.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHELL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\CFGMGR32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WINDOWS.STORAGE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\POWRPROF.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHLWAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\PROFAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\CRYPTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\CR_967BF.TMP\CHROME_PATCH.PACKED.7Z, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\CR_967BF.TMP\SETUP_PATCH.PACKED.7Z, \VOLUME{01d2783140af8e9f-14412537}\$MFT, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\GOOGLE\CHROME\APPLICATION\56.0.2924.76\INSTALLER\SETUP.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH\APPPATCH64\SYSMAIN.SDB, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\DRIVERS\AHCACHE.SYS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\APPHELP.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\CR_967BF.TMP\SETUP.EXE",False
,d:\CIS484\Project3\Prefetch\ACCELEROMETERST.EXE-41616180.pf,2021-11-02 21:16:46,2017-02-02 21:24:52,2021-11-03 02:24:09,ACCELEROMETERST.EXE,41616180,29360,Windows 10,5,2017-02-02 21:24:40,2017-02-01 19:07:58,2017-02-01 16:55:31,2017-01-31 18:51:36,2017-01-30 18:46:32,,,,\VOLUME{01d2783140af8e9f-14412537},14412537,2017-01-27 00:06:48,,,,"\VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86), \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\HEWLETT-PACKARD, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\HEWLETT-PACKARD\HP 3D DRIVEGUARD, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES\HEWLETT-PACKARD, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES\HEWLETT-PACKARD\HP PROTECTTOOLS SECURITY MANAGER, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES\HEWLETT-PACKARD\HP PROTECTTOOLS SECURITY MANAGER\BIN, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\FONTS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\EN-US, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\WINSXS\AMD64_MICROSOFT.WINDOWS.COMMON-CONTROLS_6595B64144CCF1DF_5.82.14393.447_NONE_0D5AA7FBB6D35646","\VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MFC120U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES (X86)\HEWLETT-PACKARD\HP 3D DRIVEGUARD\ACCELEROMETERST.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCR120.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHELL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\CFGMGR32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WINDOWS.STORAGE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\POWRPROF.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHLWAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\IMM32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\PROFAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UXTHEME.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\WINSXS\AMD64_MICROSOFT.WINDOWS.COMMON-CONTROLS_6595B64144CCF1DF_5.82.14393.447_NONE_0D5AA7FBB6D35646\COMCTL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ACCELEROMETERDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SETUPAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCR110.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MFC120ENU.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCSS.DLL, \VOLUME{01d2783140af8e9f-14412537}\PROGRAM FILES\HEWLETT-PACKARD\HP PROTECTTOOLS SECURITY MANAGER\BIN\DPOFEEDB.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\VERSION.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USERENV.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\TZRES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\EN-US\TZRES.DLL.MUI, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSCTF.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\DWMAPI.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\FONTS\STATICCACHE.DAT, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\DEVOBJ.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WINTRUST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSASN1.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\CRYPT32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01d2783140af8e9f-14412537}\$MFT",False
,d:\CIS484\Project3\Prefetch\AM_DELTA.EXE-78CA83B0.pf,2021-11-02 21:16:46,2017-02-02 21:26:44,2021-11-03 02:24:09,AM_DELTA.EXE,78CA83B0,45236,Windows 10,3,2017-02-02 21:26:33,2017-01-31 19:00:23,2017-01-30 18:47:25,,,,,,\VOLUME{01d2783140af8e9f-14412537},14412537,2017-01-27 00:06:48,,,,"\VOLUME{01d2783140af8e9f-14412537}\WINDOWS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS","\VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MPSIGSTUB.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\VERSION.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\MPPACKAGESTUB.PID, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\MPASDLTA.VDM, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\MPAVDLTA.VDM, \VOLUME{01d2783140af8e9f-14412537}\$MFT",False
,d:\CIS484\Project3\Prefetch\AM_DELTA_PATCH_1.235.1383.0.E-789A3F12.pf,2021-11-02 21:16:46,2017-01-27 17:13:26,2021-11-03 02:24:09,AM_DELTA_PATCH_1.235.1383.0.E,789A3F12,14882,Windows 10,1,2017-01-27 17:13:15,,,,,,,,\VOLUME{01d2783140af8e9f-14412537},14412537,2017-01-27 00:06:48,,,,"\VOLUME{01d2783140af8e9f-14412537}\WINDOWS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH\APPPATCH64, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS","\VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.235.1383.0.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\VERSION.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\MPPACKAGESTUB.PID, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\1.235.1383.0_TO_1.235.1438.0_MPASDLTA.VDM._P, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\1.235.1383.0_TO_1.235.1438.0_MPAVDLTA.VDM._P, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MPSIGSTUB.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\APPPATCH\APPPATCH64\SYSMAIN.SDB",False
,d:\CIS484\Project3\Prefetch\AM_DELTA_PATCH_1.235.1750.0.E-CF523DC0.pf,2021-11-02 21:16:46,2017-02-01 16:59:04,2021-11-03 02:24:09,AM_DELTA_PATCH_1.235.1750.0.E,CF523DC0,15770,Windows 10,1,2017-02-01 16:58:53,,,,,,,,\VOLUME{01d2783140af8e9f-14412537},14412537,2017-01-27 00:06:48,,,,"\VOLUME{01d2783140af8e9f-14412537}\$EXTEND, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS","\VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.235.1750.0.EXE, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\VERSION.DLL, \VOLUME{01d2783140af8e9f-14412537}\$MFT, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\MPPACKAGESTUB.PID, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\1.235.1750.0_TO_1.235.1822.0_MPASDLTA.VDM._P, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\TEMP\87C05B3C3D704D84AB99BDF51607EF75-SIGS\1.235.1750.0_TO_1.235.1822.0_MPAVDLTA.VDM._P, \VOLUME{01d2783140af8e9f-14412537}\WINDOWS\SYSTEM32\MPSIGSTUB.EXE",False
